charlie-parrys-mallows	Charlie Parry's Mallows	brand	GB-WLS			Mallows Beverages		none			unverified	high	https://mallowsbeverages.com/collections/charlieparrys	Major correction: "Mallows" is NOT a marshmallow-flavor descriptor -- it is Mallows Beverages, a real Welsh spirits company, and "Charlie Parry's" is "the first Welsh bourbon" (born in America, aged/finished in Wales). countryCode corrected to GB-WLS (was US); owner=Mallows Beverages added. The range spans straight bourbon (3 Year Old, Blended) and flavored bourbon liqueurs (honey, coffee, chocolate, cinnamon, apple, berry), so defaultTypeName left empty. peatProfile=none per the bourbon-style category default; no peat/smoke mentioned.
conciere	Conciere	brand	US					unknown		american-distilling-co	unverified	high	https://www.conciere.com/our-products	Corrected: real "well spirits" (bar-pour) brand spanning whiskey, rum, gin, vodka, tequila and scotch, confirmed via the producer's own site -- "Bottled by American Distilling Co., Mira Loma, CA" -- new row american-distilling-co added (kind=bottler), bottlerSlug set. Whiskey line alone spans Cinnamon Whiskey, Blended Scotch, Blended Whiskey and Bourbon sub-labels, so defaultTypeName left empty. No peat/smoke mentioned.
corsair	Corsair	distillery	US					light			unverified	high	https://shop.corsairdistillery.com/products/corsair-a10-triple-smoke	Resolved the seed's open question: Corsair's own shop page confirms Triple Smoke uses THREE individually smoked malts -- cherrywood (Wisconsin), beechwood (Germany), AND peat (Scotland) -- satisfying the producer-domain requirement for a positive claim. Since peat is only one of three smoke sources (diluted, not straight peated malt), set to light rather than medium/heavy. Nashville, TN craft distillery; range still spans single malt and rye (e.g. Dark Rye sample), so defaultTypeName stays empty. Misspelling "Corsaire" already captured in the row's existing aliases.
d-u-c	D.U.C	brand	FR					unknown	maison-daucourt		unverified	high	https://ducwhisky.com/en https://daucourt.com/en	Corrected: this is a real French whisky, "the result of a double distillation and aging in two types of casks" (Double Cask / Triple Cask), made from malted barley, wheat and corn in a Charentais pot still -- countryCode corrected to FR (was XX). Produced by Maison Daucourt, the SAME company behind Bastille 1789 (see bastille row) -- confirmed independently on both daucourt.com and ducwhisky.com; parentSlug=maison-daucourt set (new row). No peat/smoke mentioned. defaultTypeName left empty: the malted-barley/wheat/corn mash bill does not map cleanly onto the closed single malt/grain vocabulary.
david-nicholson	David Nicholson	brand	US				bourbon	none		lux-row-distillers	unverified	high	https://luxrowdistillers.com/david-nicholson	Confirmed current producer (the seed could not find one): Lux Row Distillers, Bardstown, Kentucky -- new row lux-row-distillers added, bottlerSlug set. Historic recipe: David Nicholson created the "43" bourbon recipe in his St. Louis grocery store around 1843, later produced at the A. Ph. Stitzel distillery (Van Winkle family), now at Lux Row. Both catalogue samples confirmed as named expressions: "1843" (wheated bourbon) and "Reserve" (ryed/extra-aged bourbon) -- both legally bourbon, so defaultTypeName=bourbon. The site's "woody and smoky tones" tasting note is oak-char derived, not peat; peatProfile=none per the bourbon-category default, no peat mentioned.
de-danann	De Danann	blend	IE			Walsh Whiskey		none			unverified	high	https://okwine.ua/ua/product/viski-de-danann-walsh-whiskey-40-07l https://www.walshwhiskey.com	Confirmed producer (the seed could not find one): Walsh Whiskey, the independent Irish company founded by Bernard and Rosemary Walsh (also behind the already-live Writers' Tears and The Irishman) -- confirmed via a retailer product page naming Walsh Whiskey as producer, and via walshwhiskey.com directly (though De Danann is not listed among their CURRENT homepage brands, suggesting an older or export-market line). owner=Walsh Whiskey added. Sample "De Danann Walsh" corroborates the link. No smoke/peat in either the walshwhiskey.com general content or the retailer's tasting notes for this specific blend, so peatProfile=none.
few	FEW Spirits	distillery	US					none			unverified	high	https://fewspirits.com/story	Confirmed via the distillery's own site (previously the seed could only infer the location from an area code): FEW Spirits, Evanston, Illinois, founded 2011, grain-to-glass, makes bourbon and rye ("a bold Chicago-style twist"). Dropped the seed's irrelevant Irish-whiskey Wikipedia citation. defaultTypeName left empty since the range is bourbon AND rye, not one type. peatProfile=none per the craft American bourbon/rye category default; no peat/smoke mentioned on site.
floki	Floki	distillery	XX			Eimverk Distillery	single malt	none			unverified	high	https://whiskyadvocate.com/sheep-dung-smoked-whisky-is-real-and-its-actually-pretty-good/	Resolved the seed's reviewer flag: Whisky Advocate (opened this session) confirms the Sheep Dung Smoked Reserve uses no peat at all -- the malt is dried over smoke from burning dried sheep dung, a traditional Icelandic method, rather than a peat fire. This is genuine non-peat smokiness; see the companion rule.tsv entry (flavor=smoky, effect=require) for that specific expression. peatProfile=none set at the producer level since no Floki expression is peat-smoked. countryCode stays XX: Iceland has no code in the closed list. The distillery's own domain (flokiwhisky.is) was unreachable both by the seed and by this session (504/timeout); relying on Whisky Advocate plus multiple independent retailer/press mentions of Eimverk Distillery, Iceland's only whisky distillery, founded 2009.
fordman	Fordman	brand	US			La Martiniquaise	bourbon	none		heaven-hill	unverified	high	https://www.cru.ru/whisky/fordman	Researched (seed budget had skipped it): Fordman Kentucky Straight Bourbon is an export-market bourbon brand owned by La Martiniquaise (a French spirits group), with the liquid outsourced to Heaven Hill's Bernheim Distillery in Kentucky -- bottlerSlug=heaven-hill set (already a live KB row); owner=La Martiniquaise added. Confirmed mash bill (51% corn / 49% other grains, double distilled, 2+ years in new charred oak) legally qualifies as bourbon, matching the sole catalogue sample. peatProfile=none per the bourbon-category default.
maison-daucourt	Maison Daucourt	distillery	FR					unknown			unverified	high	https://daucourt.com/en https://ducwhisky.com/en https://bastillewhisky.com/en/	New row for bastille and d-u-c: French spirits house ("spirit producers for four generations"), Charentais pot-still double distillation, based in the St Andre de Cubzac / Charente area. Confirmed on daucourt.com's own product listing to produce BOTH D.U.C Whisky and BASTILLE Whisky 1789, plus Moulin Vodka, Or-G Liqueur and New Angouleme Gin. No peat/smoke mentioned on any of the three official domains checked (daucourt.com, ducwhisky.com, bastillewhisky.com).
st-kilian	St. Kilian Distillers	distillery	DE				single malt	unknown			unverified	high	https://www.stkiliandistillers.com	New row for bud-spencer: German single malt whisky distillery, Ruedenau (Hauptstrasse 1-5, 63924), founded 2012 ("reines Gerstenmalz trifft bei uns auf Kupferbrennblasen" -- pure barley malt meets our copper pot stills). Runs licensed collaboration lines (Bud Spencer & Terence Hill, Scorpions Rock Editions) alongside its own-name single malt range, plus gin and liqueurs. Per third-party retailers (not this domain), the distillery also bottles at least one product literally named "St. Kilian PEATED" and a smoky "Rauchig" line, so it does produce genuinely peated single malt among its own releases -- peatProfile left unknown at the distillery-row level since its range spans both peated and unpeated; judge per specific expression.
lough-ree	Lough Ree Distillery	distillery	IE					unknown			unverified	high	https://www.whiskymag.com/tastings/barts-blended-irish-whiskey/	New row for barts: family-owned microdistillery in Lanesborough, Co. Longford, on the River Shannon/Lough Ree. Distilling gin & vodka since 2018, Irish whiskey since 2022 (Ireland's smallest GI-verified Irish whiskey distillery). Bart's blended Irish whiskey is its core release, sold ahead of its own single malt ("The Bridge") maturing. No peat/smoke statement found for the distillery generally.
charles-edge	Charles Edge	bottler	GB-ENG					unknown			unverified	high	https://charlesedge.com/blogs/journal/canmore-the-warrior-spirit	New row for canmore: independent bottler and blender of Scotch whisky, "Charles Edge London"; also runs the London Square (gin) and Scots Gold brands. countryCode set to GB-ENG for the company's own registered base (London); its whisky output is entirely Scotch sourced from Scottish distilleries -- flag for reviewer if the KB's convention for Scotch-only English bottlers differs (e.g. codes such companies GB-SCT instead, matching the product rather than the office).
lux-row-distillers	Lux Row Distillers	distillery	US				bourbon	none			unverified	high	https://luxrowdistillers.com/david-nicholson	New row for david-nicholson: Bardstown, Kentucky bourbon distillery (address "1 Lux Row, Bardstown, KY 40004"), current home of the David Nicholson brand. peatProfile=none per the general Kentucky-bourbon category fact; no peat mentioned on site.
american-distilling-co	American Distilling Co.	bottler	US					unknown			unverified	high	https://www.conciere.com/our-products	New row for conciere: bottling company named on Conciere's own product page ("Bottled by American Distilling Co., Mira Loma, CA"), a well/value-spirits line spanning whiskey, rum, gin, vodka, tequila. No further detail confirmed this session beyond the bottling credit.
