glenlassie	Glenlassie	distillery	GB-SCT					unknown			unverified	unknown		No web presence under this exact spelling: Wikipedia search returned zero hits and its own fuzzy-match suggestion was unrelated ('glentaisie'), not 'Glenlossie'. Possibly a misspelling of Glenlossie (Speyside, Diageo -- per the local authority file) or a genuinely obscure/fictional own-brand. Deliberately left unlinked to Glenlossie to avoid an incorrect alias -- flag for human review.
jeffersons-ocean	Jefferson's Ocean	blend	US			Pernod Ricard	bourbon	none			unverified	low	https://en.wikipedia.org/wiki/Whisky	Non-distiller-producer bourbon aged/finished at sea; ownership (Pernod Ricard, via Castle Brands/Jefferson's Bourbon Co. since 2019) from general knowledge, not re-verified with a fresh citation this session -- only the general Whisky article backs the peat=none category claim.
lux-row	Lux Row Distillers	distillery	US			Luxco / MGP Ingredients	bourbon	none			unverified	low	https://en.wikipedia.org/wiki/Whisky	Bardstown, Kentucky distillery opened 2018; producer of the Ezra Brooks family (see old-ezra row), Rebecca Creek, and its own Lux Row-branded bourbons (Four Grain, Double Barrel/PX Sherry Finish). Ownership chain from general knowledge, not freshly verified this session -- only the general Whisky article backs the peat=none category claim.
powers-johns-lane	Powers John's Lane	brand	IE			Irish Distillers (Pernod Ricard)	single pot still	none	midleton		unverified	low	https://en.wikipedia.org/wiki/Whisky	Historic Powers brand's flagship pot-still expression, distilled at Midleton. 'midleton' is a well-known Irish distillery slug that another batch will very likely emit (home of Jameson/Redbreast/Midleton Very Rare) -- not created in this file to avoid a low-value duplicate. Category default applied for peat.
the-dead-rabbit	The Dead Rabbit	blend	IE					none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	Irish whiskey blend named for the 1850s NYC gang / present-day NYC bar. No distillery/ownership citation found this session. Category default applied (Irish whiskey almost always unpeated, Connemara being the well-known exception).
wormtub	Wormtub	bottler	GB-SCT					unknown			unverified	low		Presumed independent-bottler/single-cask range, named for the traditional worm-tub condenser (a term associated with a handful of old-style Scottish distilleries). No dedicated citation found this session. No distillery is named in its own samples ('Wormtub', 'Wormtub Single Cask - Batch 6'), so no additional distillery row was emitted for it.
bakers	Baker's	brand	US			Suntory Global Spirits	bourbon	none	jim-beam		unverified	low	https://en.wikipedia.org/wiki/Whisky	Part of Jim Beam's small-batch bourbon collection (alongside Knob Creek/Basil Hayden/Booker's), distilled at Jim Beam's Clermont/Boston, KY site. 'jim-beam' is an extremely well-known distillery slug another batch will almost certainly emit -- not created here.
celtic-revival	Celtic Revival	blend	IE				blend	none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	No web presence found (single product, no distinguishing sample). Irish-themed own-label blend pattern, category default applied per the brief's long-tail rule.
fitzwilliam	Fitzwilliam	blend	IE				blend	none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	No web presence found (single product). Named for Dublin's Fitzwilliam Square; treated as an Irish-themed own-label blend, category default applied.
green-river	Green River	distillery	US				bourbon	none			unverified	low	https://en.wikipedia.org/wiki/Whisky	Historic Owensboro, Kentucky bourbon brand revived by Green River Distilling Co.; sample 'Green River Wheated' confirms a wheated mash bill. Ownership not freshly verified this session.
james-e-pepper	James E. Pepper	distillery	US					none			unverified	low	https://en.wikipedia.org/wiki/Whisky	Historic Kentucky brand revived as 'James E. Pepper 1776', distilled at the rebuilt Pepper distillery (Lexington/Georgetown, KY). Range spans both bourbon and rye under the 1776 label, so defaultTypeName left empty. Ownership not freshly verified this session.
littlemill	Littlemill	distillery	GB-SCT	lowland	lowland		single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Closed Lowland distillery (authority file lists no current owner following its 2004 closure/2008 fire). Standard unpeated Lowland style applied by region default, not independently re-confirmed with a dedicated Littlemill peat citation this session.
mizen-head	Mizen Head	blend	IE				blend	none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	No web presence found (single product). Named for Ireland's southernmost point; own-label Irish whiskey pattern, category default applied.
old-overholt	Old Overholt	brand	US			Suntory Global Spirits	rye	none	jim-beam		unverified	low	https://en.wikipedia.org/wiki/Whisky	One of the oldest continuously produced American whiskey brands (since 1810), produced at Jim Beam's distillery. 'jim-beam' is a well-known distillery slug another batch will almost certainly emit -- not created here.
prohibido	Prohibido	blend						unknown			unverified	unknown		Single product 'Ley Seca' (Spanish for 'dry law' / Prohibition). No whiskey/whisky brand by this name found on Wikipedia; 'Ley Seca' itself only returns the generic Prohibition term and an unrelated song. Left fully unknown -- flag for human review of what this product actually is (category/country not even confirmed).
scottish-glory	Scottish Glory	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Blended_whiskey	No web presence found (single product). Own-label blended Scotch pattern, category default applied per the brief's long-tail rule.
talisman	Talisman	blend	GB-SCT			Takara Shuzo Co.	blend	none	tomatin		unverified	high	https://en.wikipedia.org/wiki/Tomatin_distillery	Confirmed as one of Tomatin distillery's own blend brands (alongside Antiquary); the infobox marks only the separate Cu Bocan brand as peated, so Talisman/Antiquary/core Tomatin are not peated.
thin-lizzy	Thin Lizzy	blend	IE				blend	none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	Officially-licensed Irish whiskey blend named after the rock band. No distillery/producer confirmed via citation this session. Category default applied.
benrinnes	Benrinnes	distillery	GB-SCT	speyside	speyside	Diageo	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Named in a Rest & Be Thankful single-cask sample. Standard, largely blending-only Speyside malt with no known peated identity; peat call is a region-based default, not a Benrinnes-specific citation, hence low confidence.
bruichladdich	Bruichladdich	distillery	GB-SCT	islay	islay	Remy Cointreau	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Bruichladdich_distillery	Named in a Rest & Be Thankful single-cask sample. Wikipedia infobox explicitly labels 'Bruichladdich' (the distillery's own-name releases) as Unpeated, distinct from its siblings Port Charlotte (Heavily Peated) and Octomore (Super-Heavily Peated) -- this row covers only the Bruichladdich-branded unpeated line; Port Charlotte/Octomore are not in this batch's samples so no rows were created for them.
tomatin	Tomatin	distillery	GB-SCT	highland	highland	Takara Shuzo Co.	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Tomatin_distillery	Added as the parent of this batch's 'Talisman' brand. Core Tomatin range is not peated -- only its separate Cu Bocan brand (not in this batch) is flagged peated in the infobox.
