lewis-clark	Lewis&Clark	blend	US					none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	Country inferred from the sample product names themselves ("Corn" is a defined American whiskey category; "Northwest" matches the historical Lewis and Clark expedition's Pacific Northwest route) rather than from a citation naming this specific brand -- no Wikipedia page or other source found. Peat citation is the general non-Scotch-unpeated statement (see canadian-club note). defaultTypeName left empty (Corn vs. an unspecified Northwest expression may differ in category).
oh-ingram	O.H. Ingram	blend	US					none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	"O.H. Ingram River Aged"/"...Flagship" -- initials-plus-surname is a common American whiskey brand-naming convention (cf. E.H. Taylor, W.L. Weller), so US is a low-confidence inference from the name alone; no citation confirms the specific producer. Peat citation is the general non-Scotch-unpeated statement (see canadian-club note).
speaker	Speaker	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	Generic own-label name, no web presence found. Treated as an ordinary blended Scotch per the own-label default; see glen-talloch note for the peat citation rationale.
vulson	Vulson	blend	XX					unknown			unverified	unknown		Samples ("Rhino's Pastoral", "Old Rhino Rye Spirit") -- the "Spirit" wording may mean this does not even meet whisky's minimum-aging definition (an EU "spirit drink" rather than whisky). No web presence found; country/category undetermined, flagging for reviewer attention.
alchemist	Alchemist	bottler	GB-SCT					unknown			unverified	low		Sample "Alchemist Tobermory" reads as an independent bottler's expression of Tobermory single malt; no citation confirms which "Alchemist" company this is (several drinks businesses use the name). countryCode GB-SCT is a low-confidence inference from bottling a Scotch distillery, not a confirmed fact. A tobermory distillery row is emitted below (required per BRIEF.md sec.2 regardless of this bottler's own identity) so the in-name distillery match can resolve.
boulevardier	Boulevardier	blend	XX					unknown			unverified	unknown		Single generic product line with no other qualifier; "Boulevardier" is otherwise a classic bourbon/Campari/vermouth cocktail name, so this may be a bottled RTD cocktail mis-filed under whisky rather than an actual whiskey brand (same concern as Ice Drive, see final report) rather than a whiskey brand -- left fully unknown.
dry-fly	Dry Fly	distillery	US					none			unverified	low	https://en.wikipedia.org/wiki/American_Distilling_Institute	Craft distillery, Spokane, Washington -- confirmed real via the American Distilling Institute wiki page (2010/2011 Bubble Cap "Distillery of the Year"). Known for wheat whiskey (not one of the 8 listed defaultTypeName values, left empty). American whiskey categories are not peated.
glen-russell	Glen Russell	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	No web presence found (own-label). Treated as an ordinary blended Scotch per the own-label default; see glen-talloch note for the peat citation rationale.
kyoda	Kyoda	blend	XX					unknown			unverified	unknown		Single product, just "Kyoda". Wikipedia search returns nothing relevant (only an unrelated anime director's surname). No basis found for country, category or peat.
mckintyres	McKintyre's Club & Casino	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	Catalogue spells it "Mckintrye's Club & Casino" (aliased verbatim); name corrected here to the likelier intended spelling "McKintyre's". No web presence found; treated as an ordinary blended Scotch own-label per default rule -- see glen-talloch note for the peat citation rationale.
old-ballantruan	Old Ballantruan	brand	GB-SCT	speyside	speyside	Angus Dundee Distillers	single malt	heavy	tomintoul		unverified	low	https://en.wikipedia.org/wiki/Tomintoul_distillery	Tomintoul distillery's peated single malt, released under its old spring-name "Ballantruan" rather than the Tomintoul brand name. Wiki: "a 1991 peaty vintage was released under the name 'Old Ballantruan'"..."it has released a peated single malt called Ballantruan". No phenol ppm figure found in the source; general reputation (and the fact it is marketed as Tomintoul's peat-forward counterpart) supports heavy over medium, but the exact figure is not confirmed -- confidence kept low rather than high.
peat-chimney	Peat Chimney	blend	GB-SCT				blend	unknown		wemyss-malts	unverified	low		Widely known in general whisky knowledge as a Wemyss Malts blended malt named for its peat character, but every citable source attempted this session (Wemyss's own site, The Whisky Exchange, distiller.com, whisky.com) returned a connection failure or 403. Left peatProfile unknown per the no-citation rule despite the suggestive name -- flagging as a likely "heavy" for reviewer confirmation.
rowans-creek	Rowan's Creek	brand	US			Kulsveen family (independent)	bourbon	none	willett		unverified	high	https://en.wikipedia.org/wiki/Willett_Distillery	Willett Distillery's best-selling brand (wiki: "Rowan's Creek bourbon (50.05% abv, No age statement) -- This is Willett Distillery's best-selling brand"). Bourbon is not a peated category.
spice-king	Spice King	blend	GB-SCT				blend	unknown		wemyss-malts	unverified	low		Widely known in general whisky knowledge as a Wemyss Malts blended malt (bourbon-cask/spice-forward, reputed to be unpeated), but no citation could be opened this session confirming this (same access failures as peat-chimney). Left peatProfile unknown per the no-citation rule -- flagging as a likely "none" for reviewer confirmation.
the-kyoto	The Kyoto	blend	JP					unknown			unverified	low		"The Kyoto Aka-Obi Red Nishijin-ori" -- Nishijin-ori is a real, famous Kyoto textile; Japan is a reasonably confident country guess from the name/theming alone, but no citation confirms the producer, and Japanese blends can legitimately be peated (some Nikka/other blends use peated malt), so peatProfile is left unknown rather than assumed.
wolfburn	Wolfburn	distillery	GB-SCT	highland	highland	Aurora Brewing	single malt	none			unverified	high	https://www.wolfburn.com/	Thurso, Caithness -- Scotland's most northerly mainland distillery (authority TSV: Highland/Aurora Brewing). Official site confirms the core range (Northland, Aurora, 10yo, 12yo, Langskip -- the sample product in this batch) is unpeated; Morven is the one peated exception (see rule row). Owner name "Aurora Brewing" as given by the authority TSV; unusual for a distillery but not contradicted elsewhere.
tobermory	Tobermory	distillery	GB-SCT	islands	highland	Distell (Heineken N.V.)	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Tobermory_distillery	Emitted because ledaig (parentSlug) and alchemist (bottler's sample "Alchemist Tobermory") both need it, per BRIEF.md sec.2. Not itself a brand string in this batch's input, so may also be emitted independently by another batch if "Tobermory" appears as its own catalogue brand there -- harmless duplicate, same facts.
tomintoul	Tomintoul	distillery	GB-SCT	speyside	speyside	Angus Dundee Distillers	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Tomintoul_distillery	Emitted as old-ballantruan's parentSlug. Wiki: the Tomintoul-branded range (10/12/14/16/21/33yo) carries no peat mention; peat is confined to the separately named Ballantruan/Old Ballantruan and Peaty Tang lines. May also be emitted by another batch if "Tomintoul" is itself a catalogue brand elsewhere -- harmless duplicate.
buffalo-trace	Buffalo Trace	distillery	US			Sazerac Company		none			unverified	high	https://en.wikipedia.org/wiki/Buffalo_Trace_Distillery	Emitted as eagle-rare's parentSlug. Frankfort, Kentucky; owned by Sazerac since 1992. Produces both bourbon and rye brands (Eagle Rare, Buffalo Trace, Sazerac rye, etc.) so defaultTypeName left empty. May also be emitted by another batch if "Buffalo Trace" is itself a catalogue brand elsewhere -- harmless duplicate.
willett	Willett	distillery	US			Kulsveen family (independent)		none			unverified	high	https://en.wikipedia.org/wiki/Willett_Distillery	Emitted as rowans-creek's parentSlug. Bardstown, Kentucky; family-owned and operated since 1936 (Kulsveen family since the 1980s revival). Produces both bourbon and rye under many labels so defaultTypeName left empty. May also be emitted by another batch if "Willett" is itself a catalogue brand elsewhere -- harmless duplicate.
heaven-hill	Heaven Hill	distillery	US			Shapira family (independent)		none			unverified	high	https://en.wikipedia.org/wiki/Heaven_Hill	Emitted as evan-williams's parentSlug. Bardstown/Louisville, Kentucky; largest independent family-owned US spirits producer. Produces bourbon plus other spirits broadly so defaultTypeName left empty. May also be emitted by another batch if "Heaven Hill" is itself a catalogue brand elsewhere -- harmless duplicate.
wemyss-malts	Wemyss Malts	bottler	GB-SCT			Wemyss family		unknown			unverified	low	https://en.wikipedia.org/wiki/Kingsbarns_distillery	Emitted as bottlerSlug for peat-chimney and spice-king. Confirmed as a real whisky company via the Kingsbarns distillery wiki page ("owned by Wemyss malts"); peatProfile left unknown as required for a bottler-style range owner.
