blackness	Blackness	distillery	GB-SCT	lowland	lowland	Colm O'Rourke	single malt	unknown			unverified	low		No Wikipedia article and no resolvable official website found (two plausible domains failed DNS resolution). Extremely new/obscure Falkirk-area project; nothing fetchable to cite. Alias kept brand-scoped only: 'blackness' is an ordinary English word.
bonnington	Bonnington	distillery	GB-SCT	lowland	lowland	Halewood Artisanal Spirits	single malt	unknown			unverified	high	https://en.wikipedia.org/wiki/Bonnington_distillery	Edinburgh-area Lowland distillery; per Wikipedia (Aug 2025) the range now includes both a 47% ABV non-peated spirit and a 51% ABV peated spirit, both matured in Muscat casks, with no separate brand name splitting the two (contrast Annandale's separately-named Man O'Sword / Man O'Words). Left as a single unknown-peat row for that reason rather than guessing which release a catalogue listing means.
borders	Borders	distillery	GB-SCT	lowland	lowland	The Three Stills Company	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Borders_distillery	First Scotch distillery in the Scottish Borders since 1837 (Hawick, opened 2018); also makes William Kerrs Gin (unrelated to whisky naming). No peat/smoke level stated in the (fully read) Wikipedia article. Alias kept brand-scoped: 'Borders' is a common geographic word.
brora	Brora	distillery	GB-SCT	highland	highland	Diageo	single malt	medium			unverified	high	https://en.wikipedia.org/wiki/Brora_distillery https://scotchwhisky.com/whiskypedia/2017/brora/	Wikipedia: produced heavily peated whisky 1969-1973 (covering an Islay/Caol Ila shortfall), with most whisky made under the Brora name after 1973 in a 'lightly peated Highland style' before closure in 1983; reopened 2021 (still very young stock, no core range profile confirmed yet). scotchwhisky.com's whiskypedia entry: 'you will find Broras which are immensely oily and smoky, as well as some in which there is the merest exhalation of peat' -- i.e. genuinely variable by vintage. Classified medium as a defensible midpoint; a reviewer should treat individual releases as ranging from light to heavy.
burn-o-bennie	Burn O'Bennie	distillery	GB-SCT	highland	highland	Deeside Brewery & Distillery Ltd.	single malt	unknown			unverified	low		No Wikipedia article. Guessed official domains for 'Deeside Brewery & Distillery' either failed TLS validation or resolved to an unrelated parked-domain sales page; the real site was not located this session. Nothing fetchable to cite.
cabrach	Cabrach	distillery	GB-SCT	speyside	speyside	The Cabrach Trust	single malt	unknown			unverified	low	https://cabrachtrust.org/	The Cabrach Trust's site (fetched, redirects to cabrachtrust.org) is framed around the wider Cabrach heritage area rather than the distillery specifically; no distillery/whisky subpage or peat statement was found. No dedicated Wikipedia article exists (only the place 'Cabrach' and the distilleries list).
cairn	Cairn	distillery	GB-SCT	speyside	speyside	Gordon & MacPhail	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Gordon_%26_MacPhail https://www.thecairndistillery.com/	Built by Gordon & MacPhail near Grantown-on-Spey, operational since October 2022 (per the Gordon & MacPhail Wikipedia article). No dedicated Wikipedia article for the distillery itself; its own site (fetched) is a JS-rendered HubSpot page with no extractable peat statement, and other candidate sources either 403'd (whisky.com, masterofmalt) or had no dedicated article. Left unknown despite real effort -- no reason to assume unpeated Speyside style without a citation, especially since G&M's other distillery (Benromach) is deliberately peated.
deerness	Deerness	distillery	GB-SCT	islands	highland	Deerness Distillery Ltd	single malt	unknown			unverified	low	https://www.deernessdistillery.com/	Official site (fetched) markets 'multi-award winning spirits and liqueurs' with no whisky-specific peat statement. No dedicated Wikipedia article for the distillery (only a passing mention in the unrelated Kimbland distillery article, disputing which Orkney distillery matured whisky first).
dornoch	Dornoch	distillery	GB-SCT	highland	highland	Dornoch Distillery Company	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Dornoch_distillery https://www.thompsonbrosdistillers.com/	Distillery's own releases are named 'Dornoch' (e.g. 'Dornoch 2017 3 Year Old Single Cask #001') under the umbrella 'Thompson Bros' label, which also carries independent bottlings of other distilleries -- see the separate 'thompson-bros' bottler row. No peat/smoke level stated in Wikipedia or the (JS-rendered) official site.
thompson-bros	Thompson Bros	bottler	GB-SCT			Thompson Independent Traders Ltd.		unknown			unverified	low	https://en.wikipedia.org/wiki/Dornoch_distillery	Retail label covering both Dornoch distillery's own output and independent bottlings of other distilleries (Wikipedia: 'products from the distillery, as well as independent bottlings from other distilleries, are released under the Thompson Bros brand name'). Added as a bonus row while researching Dornoch; no sample product names were available in this task to identify which other distilleries it bottles, so no further distillery rows were added for it here.
dunphail	Dunphail	distillery	GB-SCT	speyside	speyside	Bimber	single malt	unknown			unverified	high	https://en.wikipedia.org/wiki/Dunphail_distillery	Bimber's Speyside outpost (floor maltings -- the first built at a Speyside distillery since 1898). Wikipedia states plainly: 'Dunphail make both peated and unpeated spirit' with no separate branding distinguishing the two, so left as a single unknown-peat row rather than guessing which a catalogue listing means (contrast Annandale's separately-named Man O'Sword / Man O'Words).
eden-mill	Eden Mill	distillery	GB-SCT	lowland	lowland	Paul Miller	single malt	unknown			unverified	low	https://edenmill.com/	No dedicated Wikipedia article found (title guesses 404'd). Official site (fetched) markets St Andrews whisky tours/gin; its content is JS-rendered (Shopify) with no extractable peat statement.
falkirk	Falkirk	distillery	GB-SCT	lowland	lowland	Fiona Stewart	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Falkirk_distillery	Wikipedia states plainly: 'The distillery produces unpeated lowland style whisky.' First distillery to recommence production in the Falkirk area since Rosebank closed in 1993; operational since 2020.
galloway	Galloway	distillery	GB-SCT	lowland	lowland	Sam Heughan	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Galloway_distillery	Renamed from 'Crafty distillery' in 2025 on acquisition by actor Sam Heughan and Alex Norouzi (co-founders of the Sassenach spirits brand -- see the separate 'sassenach' blend row, deliberately not linked here by parentSlug given sourcing ambiguity). An earlier planned whisky brand name, 'Billy & Co.' (announced 2020), may or may not still apply after the 2025 rebrand -- not confirmed either way. No peat/smoke level stated anywhere fetched.
sassenach	The Sassenach	blend	GB-SCT			Sassenach Spirits (Sam Heughan, Alex Norouzi)	blend	unknown			unverified	low	https://en.wikipedia.org/wiki/Galloway_distillery	Consumer spirits brand co-founded by actor Sam Heughan (Outlander) and Alex Norouzi in 2021; Sassenach gin was contract-distilled at the Newton Stewart site since renamed Galloway Distillery (formerly Crafty distillery), and Wikipedia reports (Nov 2025) that Sassenach whisky and vodka production was being 'brought in-house' there too. Given the brand's history of contract/third-party sourcing, deliberately left unlinked to a specific distillery (no parentSlug, kind=blend not brand) rather than asserting single-origin -- a human reviewer should check whether current Sassenach whisky stock is entirely Galloway-distilled before promoting this to kind=brand with parentSlug=galloway.
glasgow-1770	Glasgow 1770	distillery	GB-SCT	lowland	lowland	The Glasgow Distillery Company Ltd	single malt	none			unverified	high	https://www.glasgowdistillery.com/our-spirits/1770-whisky https://www.masterofmalt.com/whiskies/the-glasgow-distillery-co/glasgow-1770-the-original-whisky/	SLUG REUSED from out/04/producer.tsv (identical distillery: this batch's gap-19 input line was the bare 'Glasgow' / Lowland / The Glasgow Distillery Company / malt). Row content copied from that batch's research so the merge deduplicates cleanly: re-opened 2014, first single malt distillery in Glasgow for 100+ years. Signature Range = The Original (unpeated) + Triple Distilled (unpeated) + The Peated -- see out/04/rule.tsv for the peated-expression rule (not re-added here to avoid a near-duplicate). Catalogue brand string is the bare number '1770'.
glendullan	Glendullan	distillery	GB-SCT	speyside	speyside	Diageo	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Glendullan_distillery	Output mostly goes into Diageo blends; official single-malt releases include a discontinued Flora and Fauna 12yo and Diageo's 2023 Singleton series (12/15/18yo), explicitly labelled Glendullan within the wider 'Singleton' range. Not aliasing bare 'Singleton', which is shared with the Dufftown and Glen Ord distilleries under the same umbrella brand and would mismatch them -- 'Glendullan' alone already matches 'The Singleton of Glendullan' as a substring. No peat/smoke level found in Wikipedia.
glengyle	Glengyle	distillery	GB-SCT	campbeltown	campbeltown	Mitchell's Glengyle Ltd	single malt	unknown			unverified	high	https://en.wikipedia.org/wiki/Glengyle_distillery	Wikipedia is explicit: 'The whisky from the Glengyle distillery is not called Glengyle, rather it is bottled under the name Kilkerran. This is because the name is owned by Loch Lomond Distillers, and used for their vatted malt.' peatProfile left unknown for this row since nothing is ever sold as plain 'Glengyle' -- see kilkerran (kind=brand, parentSlug=glengyle) for the actual product and its light peat profile. CONFLICT FOR REVIEWER: out/08/producer.tsv already has a 'kilkerran' row with kind=distillery, peatProfile unknown, and a same-named 'Heavily Peated' rule with no citation. This batch instead follows its own task brief and treats Kilkerran as kind=brand/parentSlug=glengyle (see that row), which is also now backed by a citation from the distillery's own site. Recommend keeping this batch's kilkerran row over 08's.
kilkerran	Kilkerran	brand	GB-SCT	campbeltown	campbeltown	Mitchell's Glengyle Ltd	single malt	light	glengyle		unverified	high	https://kilkerran.scot/kilkerran-bottlings/12yo/ https://en.wikipedia.org/wiki/Glengyle_distillery	Distillery's own site, 12yo product page: 'Lightly peated and bottled at our standard bottling strength of 46% ABV, our Kilkerran 12 year old...'. The Heavily Peated limited release is a distinct, explicitly-named departure from this baseline -- see rule.tsv. SLUG COLLISION: see the note on the 'glengyle' row above -- out/08/producer.tsv already used slug 'kilkerran' for a kind=distillery row; this row deliberately reuses that same slug with kind=brand instead, per this task's explicit instructions. A human reviewer must reconcile the two.
glenwyvis	GlenWyvis	distillery	GB-SCT	highland	highland	GlenWyvis Distillery Ltd.	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/GlenWyvis_distillery	Community/shareholder-owned Highland craft distillery (Dingwall, est. 2017); confirmed existence via Wikipedia but not researched in depth -- long-tail craft entry per this task's budget guidance.
isle-of-harris	Isle of Harris	distillery	GB-SCT	islands	highland	Isle of Harris Distillers Ltd.	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Isle_of_Harris_distillery	SLUG REUSED from out/15/producer.tsv (identical distillery: this batch's gap-19 input line was 'Harris' / Islands / Isle of Harris Distillers Ltd. / malt). Single malt is The Hearach (first released autumn 2023) -- see the separate 'the-hearach' brand row added by this batch. Re-verified independently this session: Wikipedia states no peat/smoke level, and neither the distillery's own Hearach product page (fetched, Shopify age-gate, no extractable text) nor a launch-announcement article (fetched, no extractable text) yielded a citable claim. Left unknown, matching out/15's own conclusion.
the-hearach	The Hearach	brand	GB-SCT	islands	highland	Isle of Harris Distillers Ltd.	single malt	unknown	isle-of-harris		unverified	low	https://en.wikipedia.org/wiki/Isle_of_Harris_distillery	Wikipedia: 'a single malt whisky called The Hearach, the Gaelic word for a resident of Harris'. No fetched source states a peat level (see the isle-of-harris row's note for the sources checked and their outcome); folklore among reviewers suggests lightly peated but this was deliberately not asserted without a citation. ALIAS NOTE: out/15/alias.tsv already maps 'The Hearach' directly to slug isle-of-harris (no separate brand row there); this batch instead creates a dedicated kind=brand row per its task instructions, so 'The Hearach' now aliases to two different slugs across batches -- a human reviewer must pick one (recommend keeping this brand-row version for consistency with the Glengyle/Kilkerran pattern).
holyrood	Holyrood	distillery	GB-SCT	lowland	lowland	David Robertson	single malt	unknown			unverified	high	https://en.wikipedia.org/wiki/Holyrood_distillery	Edinburgh Lowland distillery; first single malt 'Arrival' released Oct 2023, followed by a three-strong 'Founding Series' (Embra, peated; Ambir, specialty malts; Pitch, speciality yeast) -- see the separate 'embra' brand row. No source states a peat level for Arrival or the base range itself, only that Embra specifically is peated, so left unknown here rather than assumed unpeated by contrast.
embra	Embra	brand	GB-SCT	lowland	lowland	David Robertson	single malt	medium	holyrood		unverified	high	https://en.wikipedia.org/wiki/Holyrood_distillery	Part of Holyrood's 2024-25 'Founding Series' of three single malts. Wikipedia: 'Embra, a peated whisky' -- stated without further qualifying intensity, so classified medium rather than heavy pending a tasting-note source.
inchdairnie	Inchdairnie	distillery	GB-SCT	lowland	lowland	John Fergus & Co.	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Inchdairnie_distillery	Fife Lowland distillery (John Fergus & Co.); long-tail craft entry, not researched in depth per this task's budget guidance.
jackton	Jackton	distillery	GB-SCT	lowland	lowland	RAER Spirits	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Jackton_distillery	RAER Spirits' Lowland distillery near East Kilbride; long-tail craft entry, not researched in depth per this task's budget guidance.
