glen-russell	Glen Russell	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	No web presence found (own-label). Treated as an ordinary blended Scotch per the own-label default; see glen-talloch note for the peat citation rationale.	glen russell	1	Glen Russell
glenalmond	Glenalmond	blend	GB-SCT				blend	none			unverified	low	https://thewhiskeywash.com/scotch-whiskey/from-mild-to-wild-understanding-peat-levels-in-scotch-whisky/	Own-label style, no distillery by this exact name identified; treated as an ordinary unpeated blended Scotch per brief long-tail default, not brand-verified.	glenalmond	1	Glenalmond
glencoe	Glencoe	blend	GB-SCT					unknown			unverified	unknown		Could not identify the producer this session -- no Wikipedia article, no useful search hits (tried Ben Nevis Distillery as a plausible geographic link since Glencoe is near Fort William/Ben Nevis; that distillery's own Wikipedia article does not mention a "Glencoe" brand, so not asserted). Treated as an undisclosed-origin single malt label per the brief's rule 3 -- kind=blend used only as the closest available bucket, not because it is actually a blended-type whisky.	glencoe	1	Glencoe
glengannon	Glengannon	blend	GB-SCT					unknown			unverified	low		No web presence found this session; "Glen-" naming suggests an own-label Scotch blend.	glengannon	1	Glengannon
gouden-carolus	Gouden Carolus	distillery	BE			Het Anker Brewery	single malt	none			unverified	low	https://en.wikipedia.org/wiki/Het_Anker_Brewery	Belgian brewery (Mechelen) that began distilling a single malt whisky in 2010 from its own Gouden Carolus Tripel beer; no peat mentioned anywhere in the source found, hence confidence=low rather than high.	gouden carolus	1	Gouden Carolus
grand-grizzly	Grand Grizzly	blend	CA				blend	none			unverified	low	https://en.wikipedia.org/wiki/Canadian_whisky	Brand itself was not independently confirmed via an opened source (no hits found); "Canadian Whisky" category default (peat is a Scotch-specific practice; Canadian whisky is conventionally a blend) applied based on the name and sample "Small Batch" wording.	grand grizzly	1	Grand Grizzly
grangestone	Grangestone	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	Widely reported as an Aldi (UK) own-label Scotch, not independently confirmed this session. Sample is "Bourbon Cask" - no indication of peat.	grangestone	1	Grangestone Bourbon Cask
grass-widow	Grass Widow	blend	XX					unknown			unverified	unknown		Could not identify producer or origin this session. Flag for reviewer.	grass widow	1	Grass Widow
gravediggers	Gravediggers	blend	IE					unknown			unverified	unknown		Catalogue types this IE-country product as "bourbon", which is definitionally impossible for a genuine Irish whiskey -- likely a mislabeled type on a small Irish whiskey brand rather than an actual bourbon. Producer not identified this session.	gravediggers	1	Gravediggers
green-river	Green River	distillery	US				bourbon	none			unverified	low	https://en.wikipedia.org/wiki/Whisky	Historic Owensboro, Kentucky bourbon brand revived by Green River Distilling Co.; sample 'Green River Wheated' confirms a wheated mash bill. Ownership not freshly verified this session.	green river	1	Green River Wheated
greign	Greign	blend	GB-SCT	lowland	lowland	John Dewar & Sons (Bacardi)	grain	none			unverified	low	https://whiskyonlinecy.com/product/greign-20-year-old-lowlands-single-grain-70cl-40/ https://www.homeofmalts.com/en/19730/greign-20-year-old-single-grain-whisky-40-vol.-0-7l	20-year-old single grain selected by Stephanie Macleod, John Dewar & Sons' Master Blender. Sources are inconsistent on the exact source distillery - one snippet implied Macduff, a malt-only distillery that cannot produce grain whisky, which looks like an error - so the exact distillery is not confirmed and no parentSlug/kind=distillery is given. Grain whisky from a column still is essentially never peated.	greign	1	Greign
gwalarn-pure	Gwalarn Pure	blend	FR					unknown			unverified	low		Not researched (budget). "Gwalarn" is a Breton word (northwest wind); countryCode inferred from the name only, not verified.	gwalarn|gwalarn pure	1	Gwalarn
