three-ships	Three Ships	blend	ZA			Distell		unknown			unverified	low	https://en.wikipedia.org/wiki/Three_Ships https://threeshipswhisky.co.za/about	Made at James Sedgwick Distillery, Wellington. Range spans blended and single malt so defaultTypeName left empty. No peat/smoke statement found in any source opened, left unknown rather than assumed	three ships	1	Three Ships
turning-point	Turning Point	blend					rye	unknown			unverified	low		Not researched (budget). Sample "Turning Point Rye" -- defaultTypeName inferred from the name; countryCode left empty since rye whiskey naming is used both in the US and Canada.	turning point	1	Turning Point Rye
two-drams	Two Drams	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	No web presence found; treated as an ordinary own-label blended Scotch per budget policy.	two drams	1	Two Drams
umiki	Umiki	blend	JP			Yoshino Spirits / Kamiki Shuzo	blend	none			unverified	low	https://www.umikiwhisky.com/ https://insidethecask.com/2025/05/19/new-product-godzilla-umiki-blended-whisky/	'Ocean-fused' blended whisky using malt from coastal Japanese distilleries plus grain whisky, matured in pine barrels; Osaka-based Yoshino Spirits/Kamiki Shuzo. 'Godzilla' edition (in samples) is a 70th-anniversary collaboration with Toho Co. No peat/smoke reported in tasting descriptions, hence still only low confidence.	umiki	1	Umiki Godzilla
undone	Undone	blend	US				blend	unknown			unverified	low		Product name explicitly says 'American Blend', the basis for countryCode=US/defaultTypeName=blend; producer not identified this session	undone	1	Undone No.3 American Blend Not
valdespino	Valdespino	blend	ES					unknown			unverified	unknown		Valdespino is a historic Jerez sherry bodega, not normally a whisky producer. The single sample "Malt" is likely a mislabelled/miscategorised catalogue entry (perhaps a sherry, or a whisky finished in a Valdespino cask attributed to the cask supplier). REVIEWER FLAG: this row may not be a whisky at all - recommend manual inspection of the underlying product rather than trusting this KB row.	valdespino	1	Malt
velvet-cap	Velvet Cap	blend	IE					none			unverified	low	https://thewhiskeywash.com/scotch-whiskey/from-mild-to-wild-understanding-peat-levels-in-scotch-whisky/	"Irish Triple Cask" sample indicates Irish whiskey; ordinary Irish whiskey is unpeated (the brief's own example category). Not independently brand-verified.	velvet cap	1	Velvet Cap Irish Triple Cask
waterproof	Waterproof	blend	XX					unknown			unverified	unknown		Single-product own label; could not identify a source this session (WebSearch budget exhausted). Generic English word as a brand name - left fully unknown.	waterproof	1	Waterproof
wild-geese	The Wild Geese	blend	IE				blend	none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	"Peat is rarely used in the malting process outside of Scotland" per the Irish whiskey article; producer not independently confirmed beyond the category default.	the wild geese|wild geese	1	The Wild Geese Descendants
wilderness-trail	Wilderness Trail	distillery	US					none			unverified	low	https://en.wikipedia.org/wiki/Wilderness_Trail_Distillery https://en.wikipedia.org/wiki/Bourbon_whiskey	Danville, Kentucky; founded 2013 by Dr. Pat Heist and Shane Baker (Wikipedia). Makes wheated bourbon, rye-forward bourbon and rye whiskey - defaultTypeName left empty since the range spans types. peatProfile via the generic bourbon/rye-category fact.	wilderness trail	1	Wilderness Trail Wheated
ballantines-brasil	Ballantine's Brasil	blend	GB-SCT			Pernod Ricard		unknown			unverified	low	https://www.ballantines.com/en/range/ballantines-brasil/ https://www.masterofmalt.com/spirit/ballantines/ballantines-brasil-spirit/	A lime-infused, sweetened Scotch-based "spirit drink" (35% ABV, sugar + vanilla extract added) rather than a standard whisky - FLAG FOR HUMAN REVIEW of categorisation. Base Ballantine's blend is generally light/touch-of-smoke, but given the heavy flavouring/dilution here peat character is uncertain, left unknown rather than inherited	ballantines brasil	0	
blue	Blue	blend	GB-SCT					unknown			unverified	unknown		Single generic colour-word name; could not be identified as any specific brand and is below the 5-character alias floor regardless. Kept as a minimal row only so the (necessarily brand-scope) alias exists; note in alias.tsv that it will not resolve in-name.	blue	0	
bouteille	Bouteille	blend	FR					unknown			unverified	unknown		"Bouteille" is simply French for "bottle" -- this may be a scraping/page-structure artifact (a label word mistaken for the brand) rather than a genuine brand name; flagged for human review rather than skipped outright, since it is plausibly real French whisky with an unidentifiable brand string. No producer found this session either way.	bouteille	0	
