burnside	Burnside	brand	GB-SCT	speyside	speyside		single malt	none	balvenie	cadenhead	unverified	low	https://en.wikipedia.org/wiki/Balvenie_distillery	Well-documented teaspoon name Cadenhead uses for undisclosed Balvenie (per this project's research brief). Peat inferred from parent Balvenie's core unpeated range since no source names Burnside specifically; short/generic English word so alias scope is brand not any.	burnside	2	Cadenhead Burnside ; Scyfion Burnside 1999 Oksamyt of Ukraine Cask Finished
caisteal-chamuis	Caisteal Chamuis	blend	GB-SCT			Mossburn Distillers		unknown			unverified	low	https://www.caisteal-chamuis.com/	Site footer credits "Mossburn Distillers Ltd, a Marussia Beverages company" — the same owner as Torabhaig. Named after Knock Castle (Caisteal Chamuis / Castle Camus) on the Sleat peninsula, Skye, near Torabhaig; likely a blended malt released while Torabhaig's own stock matured, but exact composition and peat level were not confirmed.	caisteal chamuis	2	Caisteal Chamuis
canmore	Canmore	blend	GB-SCT					none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	Name references the historic Scottish Canmore royal line, suggesting an own-label blended Scotch; no independent web presence found to confirm producer. Peat left at the ordinary-blend default per cited page (peat/smoke concentrated in Islay).	canmore	2	Canmore
catoctin-creek	Catoctin Creek	distillery	US				rye	unknown			unverified	unknown		No search performed (small craft producer, 2 products); known from general knowledge as a Virginia craft rye distillery (Roundstone Rye), but no citation opened so peat left unknown rather than asserted	catoctin creek	2	Catoctin Creek Roundstone Rye CP ; Catoctin Creek Rye Distillers Edition
charlie-parrys-mallows	Charlie Parry's Mallows	blend	US					unknown			unverified	unknown		"Mallows" suggests a marshmallow-flavoured novelty bourbon liqueur rather than a straight whiskey. Producer not identified this session; searches returned nothing on point.	charlie parrys mallows	2	Charlie Parry's Mallows
conciere	Conciere	blend						unknown			unverified	low		No web presence found; catalogue gives only "Conciere" with no further detail. Treated as a generic own-label; peat left unknown rather than assumed "none" since no citation could be opened.	conciere	2	Conciere
corsair	Corsair	distillery	US					unknown			unverified	low	https://www.corsairdistillery.com/	Craft distillery, Nashville TN (also historically Bowling Green KY); very experimental range. Could NOT confirm whether 'Triple Smoke' (named in this batch's samples) uses any peated malt among its smoke woods - some public descriptions pair cherry/beechwood/peat - so left unknown rather than guessing. Catalogue brand string is misspelled 'Corsaire' in this batch's input	corsair|corsaire	2	Corsair Dark Rye ; Corsair Triple Smoke
d-u-c	D.U.C	blend	XX					unknown			unverified	low		No web presence found this session ("Double Cask"/"Triple Cask" samples only, a naming convention many brands use); country and style could not be identified.	d u c	2	D.U.C Double Cask ; D.U.C Triple Cask
david-nicholson	David Nicholson	blend	US				bourbon	none			unverified	low	https://en.wikipedia.org/wiki/Bourbon_whiskey	Small American bourbon label ("1843", "Reserve"). Could not confirm the current producing distillery this session (no working page found); kind=blend used as the safe default for a sourced/undisclosed-distillery American whiskey label rather than asserting a specific parent. peatProfile=none rests on the general bourbon-is-unpeated category fact, not a brand-specific source.	david nicholson	2	David Nicholson 1843 ; David Nicholson Reserve
de-danann	De Danann	blend	IE					none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	Irish whiskey brand; could not confirm producer/distillery this session (a Wikipedia search only turned up an unrelated folk band of the same name). One sample is 'De Danann Walsh', suggesting a possible link to an Irish producer named Walsh - not confirmed. peatProfile via general Irish-whiskey category fact.	de danann	2	De Danann ; De Danann Walsh
few	FEW Spirits	distillery	US					none			unverified	low	https://fewspirits.com/ https://en.wikipedia.org/wiki/Irish_whiskey	Craft distillery, likely Evanston, Illinois (847 area code on official site; not explicitly stated there). Makes bourbon/rye/other grain whiskeys; no peated product found. peatProfile rests on the general category fact that peat is rarely used outside Scotland, not a distillery-specific statement.	few|few spirits	2	FEW
floki	Floki	distillery	XX			Eimverk Distillery	single malt	unknown			unverified	low		Icelandic single malt (Eimverk Distillery) - Iceland has no code in the closed country list, used XX. Could not reach the distillery's site this session (both candidate domains unreachable) so no citation obtained. IMPORTANT for reviewer: the sample "Sheep Dung Smoked Reserve" is widely reported in whisky press as smoked using dried sheep dung rather than peat (Iceland has little peat), which would make it smoky-but-NOT-peated if confirmed - deliberately left peatProfile=unknown rather than guessing either way; worth a follow-up rule (flavor=smoky) once verified.	floki	2	Floki Icelandic Birch Finish ; Floki Sheep Dung Smoked Reserve
fordman	Fordman	blend						unknown			unverified	low		Not researched (budget); single-product own label with no distinguishing sample information.	fordman	2	Fordman
