catchers-rye	Catcher's Rye	brand	US			Two James Spirits	rye	none			unverified	high	https://twojames.com/our-spirits/catchers-rye-whiskey	Identified via the producer's own site (twojames.com): Catcher's Rye Whiskey is made in-house by Two James Spirits, Corktown, Detroit, Michigan ("the first legal distillery in Detroit since Prohibition" per The Whiskey Wash, cross-checked, and consistent with Whiskybase's brand entry dated 2016) -- 100% Michigan rye mash, no barley. Corrected kind from blend to brand and set owner. Flag for reviewer: a separate, internally-inconsistent article (glassandnote.com) describes an unrelated "Catcher's Rye" story (Michter's-contracted, Pennsylvania, "Catcher's Spirits LLC," 2021 launch) that contradicts every other source checked, including the producer's own page -- disregarded as unreliable. peatProfile=none, no peat/smoke on the producer's page; American-rye convention.
celtic-revival	Celtic Revival	brand	GB-SCT	speyside	speyside		single malt	none	linkwood	brave-new-spirits	unverified	high	https://www.bravenewspirits.com	Corrected substantially: NOT Irish whiskey (the seed's assumption from the "Celtic" name was wrong). Celtic Revival is a 12-year-old Single Malt SCOTCH Whisky from Linkwood Distillery (Speyside, already live), bottled by Brave New Spirits (Glasgow-based independent bottler, new bottlerSlug row added, see below) -- confirmed via the bottler's own site (bravenewspirits.com, opened this session), which also lists an IWSC 2023 Silver Award. No peat/smoke mentioned; matches Linkwood's well-known light, floral, unpeated Speyside house style.
civitas	Civitas	brand	MD					unknown			unverified	high	https://alcomarket.md/en/product/whisky-civitas-40-07l-11614 https://cojusna.com/en	Cross-verified this session: Civitas whisky ("produced in Moldova using an original Scottish technology," barley malt) is a product of Chateau Cojușna (alcomarket.md, opened), a real Moldovan winery near Chișinău founded 1995 (confirmed on the winery's own site, cojusna.com, though whisky is not mentioned on its front page -- wine/brandy/grappa are its stated focus). Corrected kind from distillery to brand (a diversified winery's product line, not a dedicated whisky distillery). Range spans a classic and flavored Honey/Apple variants, so defaultTypeName stays empty. peatProfile=unknown, no mention anywhere; not a well-established category with a safe default.
crater-lake	Crater Lake	brand	US			Hood River Distillers, Inc.	rye	none			unverified	high	https://www.craterlakespirits.com/whiskey	Corrected/confirmed via the producer's own site (craterlakespirits.com/whiskey, opened this session): Crater Lake Rye Whiskey, made by Hood River Distillers, Inc., Oregon -- 100% rye mash bill, matching the sample name exactly. (Secondary sources associate the brand's origin with Bendistillery, Bend OR, not contradicted but not stated on the producer's current page -- flagging for a reviewer in case the two are organizationally distinct.) countryCode/defaultTypeName corrected from the seed's name-based inference to directly verified facts. peatProfile=none, no peat/smoke mentioned; American-rye convention.
cromwells-royal	Cromwell's Royal	blend	GB-SCT				blend	unknown			unverified	high	https://www.universalfws.com/manufacturer/cromwell/	Confirmed real, internationally distributed (Ukraine, Poland, Germany, Kazakhstan, Vietnam, Hong Kong retail listings) own-label Blended Scotch Whisky, matured a minimum of 3 years -- verified via universalfws.com's own product listing (opened this session), matching the seed's characterization. No single bottling company/distillery identified despite multiple searches (Whiskybase carries reviews under "Brand: Cromwell's" but names no producer). withheld peat proposal: several independent retail listings (universalfws.com, rozetka.com.ua) describe "smoky and malty notes" in the aroma, but none is the producer's own domain, so kept unknown rather than asserted.
cumberland-falls	Cumberland Falls	brand	US			Global Spirits	bourbon	none			unverified	high	https://globalspirits.com/usa/brend/cumberland-falls-bourbon	Producer identified via Global Spirits' own product page (globalspirits.com, opened this session): Cumberland Falls is "Authentic Kentucky Straight Bourbon," Owensboro, Kentucky, "the original distillery that opened its doors in 1885," handcrafted small-batch, 86 proof. Named for the Kentucky waterfall, as the seed guessed. (Secondary, unconfirmed sources describe this as the historic Green River Distilling Co./Owensboro Distillery site, now under Bardstown Bourbon Company -- not independently verified this session; flagging for a reviewer.) Corrected kind from distillery to brand and filled countryCode/owner. peatProfile=none, no peat/smoke mentioned; American-bourbon convention.
daddy-rack	Daddy Rack	brand	US			Daddy Rack Whiskey Co.	tennessee	none			unverified	high	https://www.daddyrack.com	Producer identified via the brand's own site (daddyrack.com, opened this session): "Bottled by Daddy Rack Whiskey Co., Columbia, Tennessee, USA," created by Master Maker & Blender J. Arthur Rackham ("Daddy Rack"). Confirms Tennessee Straight Whiskey (matches the sample and the seed's defaultTypeName) and the Lincoln County Process (maple-charcoal filtering) -- charcoal mellowing is not peat. Corrected kind from blend to brand and filled owner. peatProfile=none, no peat/smoke mentioned; American-whiskey convention.
deep-river	Deep River	brand	FR			Les Grands Chais de France	single malt	unknown			unverified	high	https://alcomag.ua/viski-deep-river-single-malt-0-7-l-	Corrected countryCode from XX to FR: Deep River Single Malt is a French own-label whisky by Les Grands Chais de France (a large French wine/spirits group -- note the parallel with "Billy Bong" elsewhere in this batch, a different French group's own-label bourbon). Confirmed via a Ukrainian retailer's product page (alcomag.ua, opened this session) naming the brand owner and French origin explicitly; a WIPO trademark-database snippet (seen, not independently re-opened) separately names "LES GRANDS CHAIS DE FRANCE S.A.S." as the DEEP RIVER trademark holder, corroborating. Corrected kind from blend to brand. withheld peat proposal: the retailer's tasting notes describe "strong fenolic [sic] and smoky notes" and a "smoky, salty" aroma with "smoke in the finish" -- phenolic character is the chemical signature of peat, strongly suggestive of a peated malt, but the source is a retailer, not the producer's own domain, so kept unknown per the brief's rule rather than asserted.
dilmoor	Dilmoor	brand	GB-SCT				blend	none			unverified	high	https://winebutik.com.ua/dilmoor-gold-mill https://dilmoor.com	Resolved: the seed's disconnect between the catalogue brand string "Dilmoor" and the sole sample name "Gold Mill" is because the full product name is "Dilmoor Gold Mill Blended Scotch Whisky" -- confirmed via winebutik.com.ua's own listing (opened this session, states origin "Шотландія"/Scotland directly). Dilmoor itself is an Italian private-label bottler (Pedrengo, Bergamo, Italy, producing liqueurs/distillates/private label since 1950, per dilmoor.com) that also bottles an unrelated "O'Connell's Irish" whiskey and a separate "Crema Whisky Goldmill" cream liqueur under similar names, neither of which is this row's sample. countryCode set to GB-SCT (the whisky's legal origin) rather than Italy (the bottling company's home), matching this project's precedent for "Restless Pony" (Ukrainian owner, US-origin whiskey). New alias added: "gold mill" (see alias.tsv). peatProfile=none: "mild flavor with malt notes and subtle vanilla" (artdrink.com.ua), no smoke or peat mentioned; ordinary blended Scotch.
dram-loch	Dram Loch	blend	GB-SCT				blend	none			unverified	high	https://thedramwhisky.com	Confirmed via the brand's own official site (thedramwhisky.com, opened this session): Dram Loch is a genuine 3-Year Blended Scotch Whisky, "produced, distilled and blended in Scotland" -- built explicitly as an export/private-label brand "for distributors looking for a brand that can grow." Producing company/distillery deliberately undisclosed on the site; only a generic "Highlands" reference appears, not specific enough to assert a region. No peat/smoke mentioned; ordinary blended Scotch per the site's own description.
dry-fly	Dry Fly	distillery	US					none			unverified	high	https://dryflydistilling.com	Confirmed via the distillery's own site (dryflydistilling.com, opened this session): located at 1021 W. Riverside, Spokane, WA. Makes multiple whiskey styles -- wheat (matches this row's "Dry Fly Cask Strength Wheat" sample), Straight Rye, and a "single pot still...small batch, single barrel whiskey inspired by the Celtic tradition" -- so defaultTypeName is kept empty (multi-type range; corrected reasoning from the seed's "not one of the 8 listed values" framing to "spans several of the 8 listed values"). No peat/smoke mentioned; American craft-whiskey convention.
dublins-own	Dublin's Own	blend	IE			DWD (Dublin Whiskey Distillery)	blend	none			unverified	high	https://dwdwhiskey.com/whiskey.php	Confirmed via the producer's own site (dwdwhiskey.com/whiskey.php, opened this session): Dublin's Own is made by DWD (Dublin Whiskey Distillery) -- "an outstanding blend of single malt and grain," double and triple distilled. Matches the seed's inference exactly (Irish own-label blend), now evidenced rather than assumed. peatProfile=none: no peat/smoke in the producer's own tasting notes (honey, vanilla, caramel, chocolate, spice).
blackadder	Blackadder	bottler	GB-SCT					unknown			unverified	high	https://blackadder.com https://en.wikipedia.org/wiki/Blackadder_(whisky_bottler)	New row for blairfindy. Independent bottler of single malt Scotch whisky, family-run, founded 1995 by Robin Tucek and John Lamond (named after the historic Bishop John Blackadder); signature range is "Raw Cask" (cask-strength, unfiltered, containing cask sediment). Confirmed via the bottler's own site and Wikipedia. No single house style or peat default (bottles casks from many distilleries).
brave-new-spirits	Brave New Spirits	bottler	GB-SCT					unknown			unverified	high	https://www.bravenewspirits.com	New row for celtic-revival. Glasgow-based independent bottler ("331 Charles Street, Glasgow G21 2QA"), releasing single-cask and branded ranges (Celtic Revival, Cask Masters, WhiskyHeroes) sourced from multiple distilleries and regions -- no single peat or type default. Confirmed via the bottler's own site. (Note for the merge process: batch 07's own output independently added the same slug for "spirit-of-voodoo," describing the same bottler consistently.)
